University,Faculty,Department,City,Type,Founded_Year
king salman international university,Faculty of Science,Geology,South Sinai,National,2020.0
king salman international university,Faculty of Science,Botany,South Sinai,National,2020.0
king salman international university,Faculty of Science,Zoology,South Sinai,National,2020.0
king salman international university,Faculty of Agriculture,Agronomy,South Sinai,National,2020.0
king salman international university,Faculty of Agriculture,Horticulture,South Sinai,National,2020.0
king salman international university,Faculty of Agriculture,Animal Production,South Sinai,National,2020.0
king salman international university,Faculty of Agriculture,Soil Science,South Sinai,National,2020.0
king salman international university,Faculty of Agriculture,Plant Pathology,South Sinai,National,2020.0
king salman international university,Faculty of Commerce,Accounting,South Sinai,National,2020.0
king salman international university,Faculty of Commerce,Business Administration,South Sinai,National,2020.0
king salman international university,Faculty of Commerce,Economics,South Sinai,National,2020.0
king salman international university,Faculty of Commerce,Statistics,South Sinai,National,2020.0
king salman international university,Faculty of Law,Public Law,South Sinai,National,2020.0
king salman international university,Faculty of Law,Private Law,South Sinai,National,2020.0
king salman international university,Faculty of Law,International Law,South Sinai,National,2020.0
king salman international university,Faculty of Law,Criminal Law,South Sinai,National,2020.0
king salman international university,Faculty of Arts,English Language & Literature,South Sinai,National,2020.0
king salman international university,Faculty of Arts,Arabic,South Sinai,National,2020.0
king salman international university,Faculty of Arts,History,South Sinai,National,2020.0
king salman international university,Faculty of Arts,Philosophy,South Sinai,National,2020.0
king salman international university,Faculty of Arts,Psychology,South Sinai,National,2020.0
king salman international university,Faculty of Pharmacy,Pharmaceutical Chemistry,South Sinai,National,2020.0
king salman international university,Faculty of Pharmacy,Pharmacology,South Sinai,National,2020.0
king salman international university,Faculty of Pharmacy,Pharmaceutics,South Sinai,National,2020.0
king salman international university,Faculty of Pharmacy,Microbiology,South Sinai,National,2020.0
king salman international university,Faculty of Computers and Information,Computer Science,South Sinai,National,2020.0
king salman international university,Faculty of Computers and Information,Information Systems,South Sinai,National,2020.0
king salman international university,Faculty of Computers and Information,Software Engineering,South Sinai,National,2020.0
king salman international university,Faculty of Mass Communication,Journalism,South Sinai,National,2020.0
king salman international university,Faculty of Mass Communication,Radio & TV,South Sinai,National,2020.0
king salman international university,Faculty of Mass Communication,Public Relations,South Sinai,National,2020.0
king salman international university,Faculty of Mass Communication,Advertising,South Sinai,National,2020.0
king salman international university,Faculty of Nursing,Medical-Surgical Nursing,South Sinai,National,2020.0
king salman international university,Faculty of Nursing,Pediatric Nursing,South Sinai,National,2020.0
king salman international university,Faculty of Nursing,Psychiatric Nursing,South Sinai,National,2020.0
king salman international university,Faculty of Physiotherapy,Orthopedics,South Sinai,National,2020.0
king salman international university,Faculty of Physiotherapy,Neurology,South Sinai,National,2020.0
king salman international university,Faculty of Physiotherapy,Cardiopulmonary,South Sinai,National,2020.0
king salman international university,Faculty of Physiotherapy,Pediatrics,South Sinai,National,2020.0
king salman international university,Faculty of Oral and Dental Medicine,Conservative Dentistry,South Sinai,National,2020.0
king salman international university,Faculty of Oral and Dental Medicine,Orthodontics,South Sinai,National,2020.0
king salman international university,Faculty of Oral and Dental Medicine,Oral Surgery,South Sinai,National,2020.0
king salman international university,Faculty of Oral and Dental Medicine,Periodontology,South Sinai,National,2020.0
king salman international university,Faculty of Veterinary Medicine,Anatomy,South Sinai,National,2020.0
king salman international university,Faculty of Veterinary Medicine,Physiology,South Sinai,National,2020.0
king salman international university,Faculty of Veterinary Medicine,Pathology,South Sinai,National,2020.0
king salman international university,Faculty of Veterinary Medicine,Surgery,South Sinai,National,2020.0
king salman international university,Faculty of Veterinary Medicine,Public Health,South Sinai,National,2020.0
king salman international university,Faculty of Dar El-Ulum,Islamic Studies,South Sinai,National,2020.0
king salman international university,Faculty of Dar El-Ulum,Arabic Language,South Sinai,National,2020.0
king salman international university,Faculty of Dar El-Ulum,Quran Sciences,South Sinai,National,2020.0
king salman international university,Faculty of Dar El-Ulum,Theology,South Sinai,National,2020.0
king salman international university,Faculty of Kindergarten,Early Childhood Education,South Sinai,National,2020.0
king salman international university,Faculty of Kindergarten,Child Psychology,South Sinai,National,2020.0
king salman international university,Faculty of Kindergarten,Curriculum Development,South Sinai,National,2020.0
luxor university,Faculty of Medicine,Internal Medicine,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Medicine,Surgery,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Medicine,Pediatrics,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Medicine,Obstetrics & Gynecology,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Medicine,Pharmacology,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Medicine,Anatomy,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Engineering,Civil Engineering,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Engineering,Mechanical Engineering,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Engineering,Electrical Engineering,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Engineering,Architecture,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Engineering,Computer Engineering,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Science,Mathematics,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Science,Physics,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Science,Chemistry,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Science,Geology,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Science,Botany,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Science,Zoology,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Agriculture,Agronomy,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Agriculture,Horticulture,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Agriculture,Animal Production,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Agriculture,Soil Science,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Agriculture,Plant Pathology,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Commerce,Accounting,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Commerce,Business Administration,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Commerce,Economics,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Commerce,Statistics,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Law,Public Law,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Law,Private Law,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Law,International Law,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Law,Criminal Law,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Arts,English Language & Literature,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Arts,Arabic,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Arts,History,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Arts,Philosophy,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Arts,Psychology,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Pharmacy,Pharmaceutical Chemistry,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Pharmacy,Pharmacology,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Pharmacy,Pharmaceutics,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Pharmacy,Microbiology,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Computers and Information,Computer Science,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Computers and Information,Information Systems,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Computers and Information,Software Engineering,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Mass Communication,Journalism,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Mass Communication,Radio & TV,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Mass Communication,Public Relations,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Mass Communication,Advertising,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Nursing,Medical-Surgical Nursing,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Nursing,Pediatric Nursing,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Nursing,Psychiatric Nursing,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Physiotherapy,Orthopedics,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Physiotherapy,Neurology,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Physiotherapy,Cardiopulmonary,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Physiotherapy,Pediatrics,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Oral and Dental Medicine,Conservative Dentistry,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Oral and Dental Medicine,Orthodontics,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Oral and Dental Medicine,Oral Surgery,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Oral and Dental Medicine,Periodontology,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Veterinary Medicine,Anatomy,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Veterinary Medicine,Physiology,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Veterinary Medicine,Pathology,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Veterinary Medicine,Surgery,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Veterinary Medicine,Public Health,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Dar El-Ulum,Islamic Studies,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Dar El-Ulum,Arabic Language,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Dar El-Ulum,Quran Sciences,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Dar El-Ulum,Theology,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Kindergarten,Early Childhood Education,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Kindergarten,Child Psychology,Al-Awamiyah,Public,2019.0
luxor university,Faculty of Kindergarten,Curriculum Development,Al-Awamiyah,Public,2019.0
mansoura university,Faculty of Medicine,Internal Medicine,Mansoura,Public,1972.0
mansoura university,Faculty of Medicine,Surgery,Mansoura,Public,1972.0
mansoura university,Faculty of Medicine,Pediatrics,Mansoura,Public,1972.0
mansoura university,Faculty of Medicine,Obstetrics & Gynecology,Mansoura,Public,1972.0
mansoura university,Faculty of Medicine,Pharmacology,Mansoura,Public,1972.0
mansoura university,Faculty of Medicine,Anatomy,Mansoura,Public,1972.0
mansoura university,Faculty of Engineering,Civil Engineering,Mansoura,Public,1972.0
mansoura university,Faculty of Engineering,Mechanical Engineering,Mansoura,Public,1972.0
mansoura university,Faculty of Engineering,Electrical Engineering,Mansoura,Public,1972.0
mansoura university,Faculty of Engineering,Architecture,Mansoura,Public,1972.0
mansoura university,Faculty of Engineering,Computer Engineering,Mansoura,Public,1972.0
mansoura university,Faculty of Science,Mathematics,Mansoura,Public,1972.0
mansoura university,Faculty of Science,Physics,Mansoura,Public,1972.0
mansoura university,Faculty of Science,Chemistry,Mansoura,Public,1972.0
mansoura university,Faculty of Science,Geology,Mansoura,Public,1972.0
mansoura university,Faculty of Science,Botany,Mansoura,Public,1972.0
mansoura university,Faculty of Science,Zoology,Mansoura,Public,1972.0
mansoura university,Faculty of Agriculture,Agronomy,Mansoura,Public,1972.0
mansoura university,Faculty of Agriculture,Horticulture,Mansoura,Public,1972.0
mansoura university,Faculty of Agriculture,Animal Production,Mansoura,Public,1972.0
mansoura university,Faculty of Agriculture,Soil Science,Mansoura,Public,1972.0
mansoura university,Faculty of Agriculture,Plant Pathology,Mansoura,Public,1972.0
mansoura university,Faculty of Commerce,Accounting,Mansoura,Public,1972.0
mansoura university,Faculty of Commerce,Business Administration,Mansoura,Public,1972.0
mansoura university,Faculty of Commerce,Economics,Mansoura,Public,1972.0
mansoura university,Faculty of Commerce,Statistics,Mansoura,Public,1972.0
mansoura university,Faculty of Law,Public Law,Mansoura,Public,1972.0
mansoura university,Faculty of Law,Private Law,Mansoura,Public,1972.0
mansoura university,Faculty of Law,International Law,Mansoura,Public,1972.0
mansoura university,Faculty of Law,Criminal Law,Mansoura,Public,1972.0
mansoura university,Faculty of Arts,English Language & Literature,Mansoura,Public,1972.0
mansoura university,Faculty of Arts,Arabic,Mansoura,Public,1972.0
mansoura university,Faculty of Arts,History,Mansoura,Public,1972.0
mansoura university,Faculty of Arts,Philosophy,Mansoura,Public,1972.0
mansoura university,Faculty of Arts,Psychology,Mansoura,Public,1972.0
mansoura university,Faculty of Pharmacy,Pharmaceutical Chemistry,Mansoura,Public,1972.0
mansoura university,Faculty of Pharmacy,Pharmacology,Mansoura,Public,1972.0
mansoura university,Faculty of Pharmacy,Pharmaceutics,Mansoura,Public,1972.0
mansoura university,Faculty of Pharmacy,Microbiology,Mansoura,Public,1972.0
mansoura university,Faculty of Computers and Information,Computer Science,Mansoura,Public,1972.0
mansoura university,Faculty of Computers and Information,Information Systems,Mansoura,Public,1972.0
mansoura university,Faculty of Computers and Information,Software Engineering,Mansoura,Public,1972.0
mansoura university,Faculty of Mass Communication,Journalism,Mansoura,Public,1972.0
mansoura university,Faculty of Mass Communication,Radio & TV,Mansoura,Public,1972.0
mansoura university,Faculty of Mass Communication,Public Relations,Mansoura,Public,1972.0
mansoura university,Faculty of Mass Communication,Advertising,Mansoura,Public,1972.0
mansoura university,Faculty of Nursing,Medical-Surgical Nursing,Mansoura,Public,1972.0
mansoura university,Faculty of Nursing,Pediatric Nursing,Mansoura,Public,1972.0
mansoura university,Faculty of Nursing,Psychiatric Nursing,Mansoura,Public,1972.0
mansoura university,Faculty of Physiotherapy,Orthopedics,Mansoura,Public,1972.0
mansoura university,Faculty of Physiotherapy,Neurology,Mansoura,Public,1972.0
mansoura university,Faculty of Physiotherapy,Cardiopulmonary,Mansoura,Public,1972.0
mansoura university,Faculty of Physiotherapy,Pediatrics,Mansoura,Public,1972.0
mansoura university,Faculty of Oral and Dental Medicine,Conservative Dentistry,Mansoura,Public,1972.0
mansoura university,Faculty of Oral and Dental Medicine,Orthodontics,Mansoura,Public,1972.0
mansoura university,Faculty of Oral and Dental Medicine,Oral Surgery,Mansoura,Public,1972.0
mansoura university,Faculty of Oral and Dental Medicine,Periodontology,Mansoura,Public,1972.0
mansoura university,Faculty of Veterinary Medicine,Anatomy,Mansoura,Public,1972.0
mansoura university,Faculty of Veterinary Medicine,Physiology,Mansoura,Public,1972.0
mansoura university,Faculty of Veterinary Medicine,Pathology,Mansoura,Public,1972.0
mansoura university,Faculty of Veterinary Medicine,Surgery,Mansoura,Public,1972.0
mansoura university,Faculty of Veterinary Medicine,Public Health,Mansoura,Public,1972.0
mansoura university,Faculty of Dar El-Ulum,Islamic Studies,Mansoura,Public,1972.0
mansoura university,Faculty of Dar El-Ulum,Arabic Language,Mansoura,Public,1972.0
mansoura university,Faculty of Dar El-Ulum,Quran Sciences,Mansoura,Public,1972.0
mansoura university,Faculty of Dar El-Ulum,Theology,Mansoura,Public,1972.0
mansoura university,Faculty of Kindergarten,Early Childhood Education,Mansoura,Public,1972.0
mansoura university,Faculty of Kindergarten,Child Psychology,Mansoura,Public,1972.0
mansoura university,Faculty of Kindergarten,Curriculum Development,Mansoura,Public,1972.0
matrouh university,Faculty of Medicine,Internal Medicine,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Medicine,Surgery,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Medicine,Pediatrics,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Medicine,Obstetrics & Gynecology,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Medicine,Pharmacology,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Medicine,Anatomy,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Engineering,Civil Engineering,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Engineering,Mechanical Engineering,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Engineering,Electrical Engineering,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Engineering,Architecture,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Engineering,Computer Engineering,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Science,Mathematics,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Science,Physics,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Science,Chemistry,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Science,Geology,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Science,Botany,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Science,Zoology,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Agriculture,Agronomy,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Agriculture,Horticulture,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Agriculture,Animal Production,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Agriculture,Soil Science,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Agriculture,Plant Pathology,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Commerce,Accounting,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Commerce,Business Administration,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Commerce,Economics,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Commerce,Statistics,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Law,Public Law,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Law,Private Law,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Law,International Law,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Law,Criminal Law,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Arts,English Language & Literature,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Arts,Arabic,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Arts,History,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Arts,Philosophy,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Arts,Psychology,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Pharmacy,Pharmaceutical Chemistry,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Pharmacy,Pharmacology,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Pharmacy,Pharmaceutics,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Pharmacy,Microbiology,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Computers and Information,Computer Science,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Computers and Information,Information Systems,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Computers and Information,Software Engineering,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Mass Communication,Journalism,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Mass Communication,Radio & TV,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Mass Communication,Public Relations,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Mass Communication,Advertising,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Nursing,Medical-Surgical Nursing,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Nursing,Pediatric Nursing,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Nursing,Psychiatric Nursing,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Physiotherapy,Orthopedics,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Physiotherapy,Neurology,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Physiotherapy,Cardiopulmonary,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Physiotherapy,Pediatrics,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Oral and Dental Medicine,Conservative Dentistry,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Oral and Dental Medicine,Orthodontics,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Oral and Dental Medicine,Oral Surgery,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Oral and Dental Medicine,Periodontology,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Veterinary Medicine,Anatomy,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Veterinary Medicine,Physiology,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Veterinary Medicine,Pathology,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Veterinary Medicine,Surgery,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Veterinary Medicine,Public Health,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Dar El-Ulum,Islamic Studies,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Dar El-Ulum,Arabic Language,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Dar El-Ulum,Quran Sciences,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Dar El-Ulum,Theology,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Kindergarten,Early Childhood Education,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Kindergarten,Child Psychology,Mersa Matruh,Public,2006.0
matrouh university,Faculty of Kindergarten,Curriculum Development,Mersa Matruh,Public,2006.0
menoufia university,Faculty of Medicine,Internal Medicine,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Medicine,Surgery,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Medicine,Pediatrics,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Medicine,Obstetrics & Gynecology,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Medicine,Pharmacology,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Medicine,Anatomy,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Engineering,Civil Engineering,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Engineering,Mechanical Engineering,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Engineering,Electrical Engineering,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Engineering,Architecture,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Engineering,Computer Engineering,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Science,Mathematics,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Science,Physics,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Science,Chemistry,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Science,Geology,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Science,Botany,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Science,Zoology,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Agriculture,Agronomy,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Agriculture,Horticulture,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Agriculture,Animal Production,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Agriculture,Soil Science,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Agriculture,Plant Pathology,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Commerce,Accounting,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Commerce,Business Administration,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Commerce,Economics,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Commerce,Statistics,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Law,Public Law,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Law,Private Law,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Law,International Law,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Law,Criminal Law,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Arts,English Language & Literature,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Arts,Arabic,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Arts,History,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Arts,Philosophy,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Arts,Psychology,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Pharmacy,Pharmaceutical Chemistry,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Pharmacy,Pharmacology,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Pharmacy,Pharmaceutics,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Pharmacy,Microbiology,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Computers and Information,Computer Science,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Computers and Information,Information Systems,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Computers and Information,Software Engineering,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Mass Communication,Journalism,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Mass Communication,Radio & TV,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Mass Communication,Public Relations,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Mass Communication,Advertising,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Nursing,Medical-Surgical Nursing,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Nursing,Pediatric Nursing,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Nursing,Psychiatric Nursing,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Physiotherapy,Orthopedics,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Physiotherapy,Neurology,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Physiotherapy,Cardiopulmonary,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Physiotherapy,Pediatrics,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Oral and Dental Medicine,Conservative Dentistry,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Oral and Dental Medicine,Orthodontics,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Oral and Dental Medicine,Oral Surgery,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Oral and Dental Medicine,Periodontology,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Veterinary Medicine,Anatomy,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Veterinary Medicine,Physiology,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Veterinary Medicine,Pathology,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Veterinary Medicine,Surgery,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Veterinary Medicine,Public Health,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Dar El-Ulum,Islamic Studies,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Dar El-Ulum,Arabic Language,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Dar El-Ulum,Quran Sciences,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Dar El-Ulum,Theology,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Kindergarten,Early Childhood Education,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Kindergarten,Child Psychology,Shebin El-Kom,Public,1976.0
menoufia university,Faculty of Kindergarten,Curriculum Development,Shebin El-Kom,Public,1976.0
minia university,Faculty of Medicine,Internal Medicine,Minya,Public,1976.0
minia university,Faculty of Medicine,Surgery,Minya,Public,1976.0
minia university,Faculty of Medicine,Pediatrics,Minya,Public,1976.0
minia university,Faculty of Medicine,Obstetrics & Gynecology,Minya,Public,1976.0
minia university,Faculty of Medicine,Pharmacology,Minya,Public,1976.0
minia university,Faculty of Medicine,Anatomy,Minya,Public,1976.0
minia university,Faculty of Engineering,Civil Engineering,Minya,Public,1976.0
minia university,Faculty of Engineering,Mechanical Engineering,Minya,Public,1976.0
minia university,Faculty of Engineering,Electrical Engineering,Minya,Public,1976.0
minia university,Faculty of Engineering,Architecture,Minya,Public,1976.0
minia university,Faculty of Engineering,Computer Engineering,Minya,Public,1976.0
minia university,Faculty of Science,Mathematics,Minya,Public,1976.0
minia university,Faculty of Science,Physics,Minya,Public,1976.0
minia university,Faculty of Science,Chemistry,Minya,Public,1976.0
minia university,Faculty of Science,Geology,Minya,Public,1976.0
minia university,Faculty of Science,Botany,Minya,Public,1976.0
minia university,Faculty of Science,Zoology,Minya,Public,1976.0
minia university,Faculty of Agriculture,Agronomy,Minya,Public,1976.0
minia university,Faculty of Agriculture,Horticulture,Minya,Public,1976.0
minia university,Faculty of Agriculture,Animal Production,Minya,Public,1976.0
minia university,Faculty of Agriculture,Soil Science,Minya,Public,1976.0
minia university,Faculty of Agriculture,Plant Pathology,Minya,Public,1976.0
